,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
534,447,Riolu,Riolu,リオル (Riolu),4,Normal,Fighting,0.7,20.2,Steadfast,285,40,70,40,35,40,60,Medium Slow,Undiscovered,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,448,Lucario,Lucario,ルカリオ (Lucario),4,Normal,Fighting,1.2,54.0,Steadfast,525,70,110,70,115,70,90,Medium Slow,Field,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
536,448,Mega Lucario,Lucario,ルカリオ (Lucario),4,Normal,Fighting,1.3,57.5,Adaptability,625,70,145,88,140,70,112,Medium Slow,Field,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
537,449,Hippopotas,Hippopotas,ヒポポタス (Hippopotas),4,Normal,Ground,0.8,49.5,Sand Stream,330,68,72,78,38,42,32,Slow,Field,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
538,450,Hippowdon,Hippoterus,カバルドン (Kabaldon),4,Normal,Ground,2.0,300.0,Sand Stream,525,108,112,118,68,72,47,Slow,Field,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
539,451,Skorupi,Pionskora,スコルピ (Scorupi),4,Normal,Poison,0.8,12.0,Battle Armor,330,40,50,90,30,55,65,Slow,Bug,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
540,452,Drapion,Piondragi,ドラピオン (Dorapion),4,Normal,Poison,1.3,61.5,Battle Armor,500,70,90,110,60,75,95,Slow,Bug,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
541,453,Croagunk,Glibunkel,グレッグル (Gureggru),4,Normal,Poison,0.7,23.0,Anticipation,300,48,61,40,61,40,50,Medium Fast,Human-Like,10.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
542,454,Toxicroak,Toxiquak,ドクロッグ (Dokurog),4,Normal,Poison,1.3,44.4,Anticipation,490,83,106,65,86,65,85,Medium Fast,Human-Like,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
543,455,Carnivine,Venuflibis,マスキッパ (Muskippa),4,Normal,Grass,1.4,27.0,Levitate,454,74,100,72,90,72,46,Slow,Grass,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
544,456,Finneon,Finneon,ケイコウオ (Keikouo),4,Normal,Water,0.4,7.0,Swift Swim,330,49,49,56,49,61,66,Erratic,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
545,457,Lumineon,Lumineon,ネオラント (Neolant),4,Normal,Water,1.2,24.0,Swift Swim,460,69,69,76,69,86,91,Erratic,Water 2,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
546,458,Mantyke,Mantirps,タマンタ (Tamanta),4,Normal,Water,1.0,65.0,Swift Swim,345,45,20,50,60,120,50,Slow,Undiscovered,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
547,459,Snover,Shnebedeck,ユキカブリ (Yukikaburi),4,Normal,Grass,1.0,50.5,Snow Warning,334,60,62,50,62,60,40,Slow,Grass,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
548,460,Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Grass,2.2,135.5,Snow Warning,494,90,92,75,92,85,60,Slow,Grass,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
549,460,Mega Abomasnow,Rexblisar,ユキノオー (Yukinooh),4,Normal,Grass,2.7,185.0,Snow Warning,594,90,132,105,132,105,30,Slow,Grass,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
550,461,Weavile,Snibunna,マニューラ (Manyula),4,Normal,Dark,1.1,34.0,Pressure,510,70,120,65,45,85,125,Medium Slow,Field,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
551,462,Magnezone,Magnezone,ジバコイル (Jibacoil),4,Normal,Electric,1.2,180.0,Magnet Pull,535,70,70,115,130,90,60,Medium Fast,Mineral,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
552,463,Lickilicky,Schlurplek,ベロベルト (Berobelt),4,Normal,Normal,1.7,140.0,Own Tempo,515,110,85,95,80,95,50,Medium Fast,Monster,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
553,464,Rhyperior,Rihornior,ドサイドン (Dosidon),4,Normal,Ground,2.4,282.8,Lightning Rod,535,115,140,130,55,55,40,Slow,Field,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
554,465,Tangrowth,Tangoloss,モジャンボ (Mojumbo),4,Normal,Grass,2.0,128.6,Chlorophyll,535,100,100,125,110,50,50,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
555,466,Electivire,Elevoltek,エレキブル (Elekible),4,Normal,Electric,1.8,138.6,Motor Drive,540,75,123,67,95,85,95,Medium Fast,Human-Like,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
556,467,Magmortar,Magbrant,ブーバーン (Booburn),4,Normal,Fire,1.6,68.0,Flame Body,540,75,95,67,125,95,83,Medium Fast,Human-Like,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
557,468,Togekiss,Togekiss,トゲキッス (Togekiss),4,Normal,Fairy,1.5,38.0,Hustle,545,85,50,95,120,115,80,Fast,Fairy,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
558,469,Yanmega,Yanmega,メガヤンマ (Megayanma),4,Normal,Bug,1.9,51.5,Speed Boost,515,86,76,86,116,56,95,Medium Fast,Bug,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
559,470,Leafeon,Folipurba,リーフィア (Leafia),4,Normal,Grass,1.0,25.5,Leaf Guard,525,65,110,130,60,65,95,Medium Fast,Field,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
560,471,Glaceon,Glaziola,グレイシア (Glacia),4,Normal,Ice,0.8,25.9,Snow Cloak,525,65,60,110,130,95,65,Medium Fast,Field,35.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
561,472,Gliscor,Skorgro,グライオン (Glion),4,Normal,Ground,2.0,42.5,Hyper Cutter,510,75,95,125,45,75,95,Medium Slow,Bug,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
562,473,Mamoswine,Mamutel,マンムー (Mammoo),4,Normal,Ice,2.5,291.0,Oblivious,530,110,130,80,70,60,80,Slow,Field,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
563,474,Porygon-Z,Porygon-Z,ポリゴンＺ (Porygon-Z),4,Normal,Normal,0.9,34.0,Adaptability,535,85,80,70,135,75,90,Medium Fast,Mineral,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
564,475,Gallade,Galagladi,エルレイド (Erureido),4,Normal,Psychic,1.6,52.0,Steadfast,518,68,125,65,65,115,80,Slow,Amorphous,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
565,475,Mega Gallade,Galagladi,エルレイド (Erureido),4,Normal,Psychic,1.6,56.4,Inner Focus,618,68,165,95,65,115,110,Slow,Amorphous,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
566,476,Probopass,Voluminas,ダイノーズ (Dainose),4,Normal,Rock,1.4,340.0,Sturdy,525,60,55,145,75,150,40,Medium Fast,Mineral,20.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
567,477,Dusknoir,Zwirrfinst,ヨノワール (Yonoir),4,Normal,Ghost,2.2,106.6,Pressure,525,45,100,135,65,135,45,Fast,Amorphous,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
568,478,Froslass,Frosdedje,ユキメノコ (Yukimenoko),4,Normal,Ice,1.3,26.6,Snow Cloak,480,70,80,70,80,70,110,Medium Fast,Fairy,20.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
569,479,Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,440,50,50,77,95,77,91,Medium Fast,Amorphous,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
570,479,Heat Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,520,50,65,107,105,107,86,Medium Fast,Amorphous,20.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
571,479,Wash Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,520,50,65,107,105,107,86,Medium Fast,Amorphous,20.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
572,479,Frost Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,520,50,65,107,105,107,86,Medium Fast,Amorphous,20.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
573,479,Fan Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,520,50,65,107,105,107,86,Medium Fast,Amorphous,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
574,479,Mow Rotom,Rotom,ロトム (Rotom),4,Normal,Electric,0.3,0.3,Levitate,520,50,65,107,105,107,86,Medium Fast,Amorphous,20.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
575,480,Uxie,Selfe,ユクシー (Yuxie),4,Sub Legendary,Psychic,0.3,0.3,Levitate,580,75,75,130,75,130,95,Slow,Undiscovered,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,481,Mesprit,Vesprit,エムリット (Emrit),4,Sub Legendary,Psychic,0.3,0.3,Levitate,580,80,105,105,105,105,80,Slow,Undiscovered,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,482,Azelf,Tobutz,アグノム (Agnome),4,Sub Legendary,Psychic,0.3,0.3,Levitate,580,75,125,70,125,70,115,Slow,Undiscovered,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,483,Dialga,Dialga,ディアルガ (Dialga),4,Legendary,Steel,5.4,683.0,Pressure,680,100,120,120,150,100,90,Slow,Undiscovered,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
579,484,Palkia,Palkia,パルキア (Palkia),4,Legendary,Water,4.2,336.0,Pressure,680,90,120,100,150,120,100,Slow,Undiscovered,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
580,485,Heatran,Heatran,ヒードラン (Heatran),4,Sub Legendary,Fire,1.7,430.0,Flash Fire,600,91,90,106,130,106,77,Slow,Undiscovered,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
581,486,Regigigas,Regigigas,レジギガス (Regigigas),4,Sub Legendary,Normal,3.7,420.0,Slow Start,670,110,160,110,80,110,100,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
582,487,Giratina Altered Forme,Giratina,ギラティナ (Giratina),4,Legendary,Ghost,4.5,750.0,Pressure,680,150,100,120,100,120,90,Slow,Undiscovered,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
583,487,Giratina Origin Forme,Giratina,ギラティナ (Giratina),4,Legendary,Ghost,6.9,650.0,Levitate,680,150,120,100,120,100,90,Slow,Undiscovered,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
584,488,Cresselia,Cresselia,クレセリア (Cresselia),4,Sub Legendary,Psychic,1.5,85.6,Levitate,600,120,70,120,75,130,85,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
585,489,Phione,Phione,フィオネ (Phione),4,Mythical,Water,0.4,3.1,Hydration,480,80,80,80,80,80,80,Slow,Fairy,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
586,490,Manaphy,Manaphy,マナフィ (Manaphy),4,Mythical,Water,0.3,1.4,Hydration,600,100,100,100,100,100,100,Slow,Fairy,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
587,491,Darkrai,Darkrai,ダークライ (Darkrai),4,Mythical,Dark,1.5,50.5,Bad Dreams,600,70,90,90,135,90,125,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
588,492,Shaymin Land Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Grass,0.2,2.1,Natural Cure,600,100,100,100,100,100,100,Medium Slow,Undiscovered,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,492,Shaymin Sky Forme,Shaymin,シェイミ (Shaymin),4,Mythical,Grass,0.4,5.2,Serene Grace,600,100,103,75,120,75,127,Medium Slow,Undiscovered,120.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
590,493,Arceus,Arceus,アルセウス (Arceus),4,Mythical,Normal,3.2,320.0,Multitype,720,120,120,120,120,120,120,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
591,494,Victini,Victini,ビクティニ (Victini),5,Mythical,Psychic,0.4,4.0,Victory Star,600,100,100,100,100,100,100,Slow,Undiscovered,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
592,495,Snivy,Serpifeu,ツタージャ (Tsutarja),5,Normal,Grass,0.6,8.1,Overgrow,308,45,45,55,45,55,63,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
593,496,Servine,Efoserp,ジャノビー (Janovy),5,Normal,Grass,0.8,16.0,Overgrow,413,60,60,75,60,75,83,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
594,497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Grass,3.3,63.0,Overgrow,528,75,75,95,75,95,113,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
595,498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire,0.5,9.9,Blaze,308,65,63,45,45,45,45,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
596,499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire,1.0,55.5,Blaze,418,90,93,55,70,55,55,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
597,500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Fire,1.6,150.0,Blaze,528,110,123,65,100,65,65,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
598,501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Water,0.5,5.9,Torrent,308,55,55,45,63,45,45,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
599,502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Water,0.8,24.5,Torrent,413,75,75,60,83,60,60,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
600,503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Water,1.5,94.6,Torrent,528,95,100,85,108,70,70,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
601,504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Normal,0.5,11.6,Run Away,255,45,55,39,35,39,42,Medium Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
602,505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Normal,1.1,27.0,Illuminate,420,60,85,69,60,69,77,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
603,506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Normal,0.4,4.1,Vital Spirit,275,45,60,45,25,45,55,Medium Slow,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
604,507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Normal,0.9,14.7,Intimidate,370,65,80,65,35,65,60,Medium Slow,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
605,508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Normal,1.2,61.0,Intimidate,500,85,110,90,45,90,80,Medium Slow,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
606,509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Dark,0.4,10.1,Limber,281,41,50,37,50,37,66,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
607,510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Dark,1.1,37.5,Limber,446,64,88,50,88,50,106,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
608,511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass,0.6,10.5,Gluttony,316,50,53,48,53,48,64,Medium Fast,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
609,512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Grass,1.1,30.5,Gluttony,498,75,98,63,98,63,101,Medium Fast,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
610,513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,Fire,0.6,11.0,Gluttony,316,50,53,48,53,48,64,Medium Fast,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
611,514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Fire,1.0,28.0,Gluttony,498,75,98,63,98,63,101,Medium Fast,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
612,515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Water,0.6,13.5,Gluttony,316,50,53,48,53,48,64,Medium Fast,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
613,516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Water,1.0,29.0,Gluttony,498,75,98,63,98,63,101,Medium Fast,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,517,Munna,Somniam,ムンナ (Munna),5,Normal,Psychic,0.6,23.3,Forewarn,292,76,25,45,67,55,24,Fast,Field,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
615,518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Psychic,1.1,60.5,Forewarn,487,116,55,85,107,95,29,Fast,Field,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
616,519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Normal,0.3,2.1,Big Pecks,264,50,55,50,36,30,43,Medium Slow,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
617,520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Normal,0.6,15.0,Big Pecks,358,62,77,62,50,42,65,Medium Slow,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
618,521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Normal,1.2,29.0,Big Pecks,488,80,115,80,65,55,93,Medium Slow,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
619,522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electric,0.8,29.8,Lightning Rod,295,45,60,32,50,32,76,Medium Fast,Field,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
620,523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Electric,1.6,79.5,Lightning Rod,497,75,100,63,80,63,116,Medium Fast,Field,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
621,524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Rock,0.4,18.0,Sturdy,280,55,75,85,25,25,15,Medium Slow,Mineral,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
622,525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Rock,0.9,102.0,Sturdy,390,70,105,105,50,40,20,Medium Slow,Mineral,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
