"pokemon_id","pokemon_number","pokemon_name","german_name","generation","status","pokemon_type","height_m","weight_kg","ability","total_points","hp","attack","defense","sp_attack","sp_defense","speed","growth_rate","egg_type","egg_cycles","against_normal","against_fire","against_water","against_electric","against_grass","against_ice","against_fight","against_poison","against_ground","against_flying","against_psychic","against_bug","against_rock","against_ghost","agains_dragon","against_dark","against_steel","against_fairy"
242,196,"Espeon","Psiana",2,"Normal","Psychic",0.9,26.5,"Synchronize",525,65,65,60,130,95,110,"Medium Fast","Field",35,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
243,197,"Umbreon","Nachtara",2,"Normal","Dark",1,27,"Synchronize",525,95,65,110,60,130,65,"Medium Fast","Field",35,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
244,198,"Murkrow","Kramurx",2,"Normal","Dark",0.5,2.1,"Insomnia",405,60,85,42,85,42,91,"Medium Slow","Flying",20,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
245,199,"Slowking","Laschoking",2,"Normal","Water",2,79.5,"Oblivious",490,95,75,80,100,110,30,"Medium Fast","Monster",20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
246,199,"Galarian Slowking","Laschoking",8,"Normal","Poison",1.8,79.5,"Curious Medicine",490,95,65,80,110,110,30,"Medium Fast","Monster",20,1,1,1,1,0.5,1,0.5,0.5,2,1,1,1,1,2,1,2,1,0.5
247,200,"Misdreavus","Traunfugil",2,"Normal","Ghost",0.7,1,"Levitate",435,60,60,60,85,85,85,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
248,201,"Unown","Icognito",2,"Normal","Psychic",0.5,5,"Levitate",336,48,72,48,72,48,48,"Medium Fast","Undiscovered",40,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
249,202,"Wobbuffet","Woingenau",2,"Normal","Psychic",1.3,28.5,"Shadow Tag",405,190,33,58,33,58,33,"Medium Fast","Amorphous",20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
250,203,"Girafarig","Girafarig",2,"Normal","Normal",1.5,41.5,"Inner Focus",455,70,80,65,90,65,85,"Medium Fast","Field",20,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
251,204,"Pineco","Tannza",2,"Normal","Bug",0.6,7.2,"Sturdy",290,50,65,90,35,35,15,"Medium Fast","Bug",20,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
252,205,"Forretress","Forstellka",2,"Normal","Bug",1.2,125.8,"Sturdy",465,75,90,140,60,60,40,"Medium Fast","Bug",20,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
253,206,"Dunsparce","Dummisel",2,"Normal","Normal",1.5,14,"Serene Grace",415,100,70,70,65,65,45,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
254,207,"Gligar","Skorgla",2,"Normal","Ground",1.1,64.8,"Hyper Cutter",430,65,75,105,35,65,85,"Medium Slow","Bug",20,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
255,208,"Steelix","Stahlos",2,"Normal","Steel",9.2,400,"Rock Head",510,75,85,200,55,65,30,"Medium Fast","Mineral",25,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
256,208,"Mega Steelix","Stahlos",2,"Normal","Steel",10.5,740,"Sand Force",610,75,125,230,55,95,30,"Medium Fast","Mineral",25,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
257,209,"Snubbull","Snubbull",2,"Normal","Fairy",0.6,7.8,"Intimidate",300,60,80,50,40,40,30,"Fast","Fairy",20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
258,210,"Granbull","Granbull",2,"Normal","Fairy",1.4,48.7,"Intimidate",450,90,120,75,60,60,45,"Fast","Fairy",20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
259,211,"Qwilfish","Baldorfish",2,"Normal","Water",0.5,3.9,"Poison Point",440,65,95,85,55,55,85,"Medium Fast","Water 2",20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
260,212,"Scizor","Scherox",2,"Normal","Bug",1.8,118,"Swarm",500,70,130,100,55,80,65,"Medium Fast","Bug",25,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
261,212,"Mega Scizor","Scherox",2,"Normal","Bug",2,125,"Technician",600,70,150,140,65,100,75,"Medium Fast","Bug",25,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
262,213,"Shuckle","Pottrott",2,"Normal","Bug",0.6,20.5,"Sturdy",505,20,10,230,10,230,5,"Medium Slow","Bug",20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
263,214,"Heracross","Skaraborn",2,"Normal","Bug",1.5,54,"Swarm",500,80,125,75,40,95,85,"Slow","Bug",25,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
264,214,"Mega Heracross","Skaraborn",2,"Normal","Bug",1.7,62.5,"Skill Link",600,80,185,115,40,105,75,"Slow","Bug",25,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
265,215,"Sneasel","Sniebel",2,"Normal","Dark",0.9,28,"Inner Focus",430,55,95,55,35,75,115,"Medium Slow","Field",20,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
266,216,"Teddiursa","Teddiursa",2,"Normal","Normal",0.6,8.8,"Pickup",330,60,80,50,50,50,40,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
267,217,"Ursaring","Ursaring",2,"Normal","Normal",1.8,125.8,"Guts",500,90,130,75,75,75,55,"Medium Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
268,218,"Slugma","Schneckmag",2,"Normal","Fire",0.7,35,"Magma Armor",250,40,40,40,70,40,20,"Medium Fast","Amorphous",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
269,219,"Magcargo","Magcargo",2,"Normal","Fire",0.8,55,"Magma Armor",430,60,50,120,90,80,30,"Medium Fast","Amorphous",20,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
270,220,"Swinub","Quiekel",2,"Normal","Ice",0.4,6.5,"Oblivious",250,50,50,40,30,30,50,"Slow","Field",20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
271,221,"Piloswine","Keifel",2,"Normal","Ice",1.1,55.8,"Oblivious",450,100,100,80,60,60,50,"Slow","Field",20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
272,222,"Corsola","Corasonn",2,"Normal","Water",0.6,5,"Hustle",410,65,55,95,65,95,35,"Fast","Water 1",20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
273,222,"Galarian Corsola","Corasonn",2,"Normal","Ghost",0.6,0.5,"Weak Armor",410,60,55,100,65,100,30,"Fast","Water 1",20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
274,223,"Remoraid","Remoraid",2,"Normal","Water",0.6,12,"Hustle",300,35,65,35,65,35,65,"Medium Fast","Water 1",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
275,224,"Octillery","Octillery",2,"Normal","Water",0.9,28.5,"Suction Cups",480,75,105,75,105,75,45,"Medium Fast","Water 1",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
276,225,"Delibird","Botogel",2,"Normal","Ice",0.9,16,"Vital Spirit",330,45,55,45,65,45,75,"Fast","Field",20,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
277,226,"Mantine","Mantax",2,"Normal","Water",2.1,220,"Swift Swim",485,85,40,70,80,140,70,"Slow","Water 1",25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
278,227,"Skarmory","Panzaeron",2,"Normal","Steel",1.7,50.5,"Keen Eye",465,65,80,140,40,70,70,"Slow","Flying",25,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
279,228,"Houndour","Hunduster",2,"Normal","Dark",0.6,10.8,"Early Bird",330,45,60,30,80,50,65,"Slow","Field",20,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
280,229,"Houndoom","Hundemon",2,"Normal","Dark",1.4,35,"Early Bird",500,75,90,50,110,80,95,"Slow","Field",20,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
281,229,"Mega Houndoom","Hundemon",2,"Normal","Dark",1.9,49.5,"Solar Power",600,75,90,90,140,90,115,"Slow","Field",20,1,0,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
282,230,"Kingdra","Seedraking",2,"Normal","Water",1.8,152,"Swift Swim",540,75,95,95,95,95,85,"Medium Fast","Dragon",20,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
283,231,"Phanpy","Phanpy",2,"Normal","Ground",0.5,33.5,"Pickup",330,90,60,60,40,40,40,"Medium Fast","Field",20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
284,232,"Donphan","Donphan",2,"Normal","Ground",1.1,120,"Sturdy",500,90,120,120,60,60,50,"Medium Fast","Field",20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
285,233,"Porygon2","Porygon2",2,"Normal","Normal",0.6,32.5,"Trace",515,85,80,90,105,95,60,"Medium Fast","Mineral",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
286,234,"Stantler","Damhirplex",2,"Normal","Normal",1.4,71.2,"Intimidate",465,73,95,62,85,65,85,"Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
287,235,"Smeargle","Farbeagle",2,"Normal","Normal",1.2,58,"Own Tempo",250,55,20,35,20,45,75,"Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
288,236,"Tyrogue","Rabauz",2,"Normal","Fighting",0.7,21,"Guts",210,35,35,35,35,35,35,"Medium Fast","Undiscovered",25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
289,237,"Hitmontop","Kapoera",2,"Normal","Fighting",1.4,48,"Intimidate",455,50,95,95,35,110,70,"Medium Fast","Human-Like",25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
290,238,"Smoochum","Kussilla",2,"Normal","Ice",0.4,6,"Oblivious",305,45,30,15,85,65,65,"Medium Fast","Undiscovered",25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
291,239,"Elekid","Elekid",2,"Normal","Electric",0.6,23.5,"Static",360,45,63,37,65,55,95,"Medium Fast","Undiscovered",25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
292,240,"Magby","Magby",2,"Normal","Fire",0.7,21.4,"Flame Body",365,45,75,37,70,55,83,"Medium Fast","Undiscovered",25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
293,241,"Miltank","Miltank",2,"Normal","Normal",1.2,75.5,"Thick Fat",490,95,80,105,40,70,100,"Slow","Field",20,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
294,242,"Blissey","Heiteira",2,"Normal","Normal",1.5,46.8,"Natural Cure",540,255,10,10,75,135,55,"Fast","Fairy",40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
295,243,"Raikou","Raikou",2,"Sub Legendary","Electric",1.9,178,"Pressure",580,90,85,75,115,100,115,"Slow","Undiscovered",80,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
296,244,"Entei","Entei",2,"Sub Legendary","Fire",2.1,198,"Pressure",580,115,115,85,90,75,100,"Slow","Undiscovered",80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
297,245,"Suicune","Suicune",2,"Sub Legendary","Water",2,187,"Pressure",580,100,75,115,90,115,85,"Slow","Undiscovered",80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
298,246,"Larvitar","Larvitar",2,"Normal","Rock",0.6,72,"Guts",300,50,64,50,45,50,41,"Slow","Monster",40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
299,247,"Pupitar","Pupitar",2,"Normal","Rock",1.2,152,"Shed Skin",410,70,84,70,65,70,51,"Slow","Monster",40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
300,248,"Tyranitar","Despotar",2,"Normal","Rock",2,202,"Sand Stream",600,100,134,110,95,100,61,"Slow","Monster",40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
301,248,"Mega Tyranitar","Despotar",2,"Normal","Rock",2.5,255,"Sand Stream",700,100,164,150,95,120,71,"Slow","Monster",40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
302,249,"Lugia","Lugia",2,"Legendary","Psychic",5.2,216,"Pressure",680,106,90,130,90,154,110,"Slow","Undiscovered",120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
303,250,"Ho-oh","Ho-Oh",2,"Legendary","Fire",3.8,199,"Pressure",680,106,130,90,110,154,90,"Slow","Undiscovered",120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
304,251,"Celebi","Celebi",2,"Mythical","Psychic",0.6,5,"Natural Cure",600,100,100,100,100,100,100,"Medium Slow","Undiscovered",120,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
305,252,"Treecko","Geckarbor",3,"Normal","Grass",0.5,5,"Overgrow",310,40,45,35,65,55,70,"Medium Slow","Dragon",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
306,253,"Grovyle","Reptain",3,"Normal","Grass",0.9,21.6,"Overgrow",405,50,65,45,85,65,95,"Medium Slow","Dragon",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
307,254,"Sceptile","Gewaldro",3,"Normal","Grass",1.7,52.2,"Overgrow",530,70,85,65,105,85,120,"Medium Slow","Dragon",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
308,254,"Mega Sceptile","Gewaldro",3,"Normal","Grass",1.9,55.2,"Lightning Rod",630,70,110,75,145,85,145,"Medium Slow","Dragon",20,1,1,0.25,0,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
309,255,"Torchic","Flemmli",3,"Normal","Fire",0.4,2.5,"Blaze",310,45,60,40,70,50,45,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
310,256,"Combusken","Jungglut",3,"Normal","Fire",0.9,19.5,"Blaze",405,60,85,60,85,60,55,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
311,257,"Blaziken","Lohgock",3,"Normal","Fire",1.9,52,"Blaze",530,80,120,70,110,70,80,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
312,257,"Mega Blaziken","Lohgock",3,"Normal","Fire",1.9,52,"Speed Boost",630,80,160,80,130,80,100,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
313,258,"Mudkip","Hydropi",3,"Normal","Water",0.4,7.6,"Torrent",310,50,70,50,50,50,40,"Medium Slow","Monster",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
314,259,"Marshtomp","Moorabbel",3,"Normal","Water",0.7,28,"Torrent",405,70,85,70,60,70,50,"Medium Slow","Monster",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
315,260,"Swampert","Sumpex",3,"Normal","Water",1.5,81.9,"Torrent",535,100,110,90,85,90,60,"Medium Slow","Monster",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
316,260,"Mega Swampert","Sumpex",3,"Normal","Water",1.9,102,"Swift Swim",635,100,150,110,95,110,70,"Medium Slow","Monster",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
317,261,"Poochyena","Fiffyen",3,"Normal","Dark",0.5,13.6,"Run Away",220,35,55,35,30,30,35,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
318,262,"Mightyena","Magnayen",3,"Normal","Dark",1,37,"Intimidate",420,70,90,70,60,60,70,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
319,263,"Zigzagoon","Zigzachs",3,"Normal","Normal",0.4,17.5,"Pickup",240,38,30,41,30,41,60,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
320,263,"Galarian Zigzagoon","Zigzachs",3,"Normal","Dark",0.4,17.5,"Pickup",240,38,30,41,30,41,60,"Medium Fast","Field",15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
321,264,"Linoone","Geradaks",3,"Normal","Normal",0.5,32.5,"Pickup",420,78,70,61,50,61,100,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
322,264,"Galarian Linoone","Geradaks",3,"Normal","Dark",0.5,32.5,"Pickup",420,78,70,61,50,61,100,"Medium Fast","Field",15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
323,265,"Wurmple","Waumpel",3,"Normal","Bug",0.3,3.6,"Shield Dust",195,45,45,35,20,30,20,"Medium Fast","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
324,266,"Silcoon","Schaloko",3,"Normal","Bug",0.6,10,"Shed Skin",205,50,35,55,25,25,15,"Medium Fast","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
325,267,"Beautifly","Papinella",3,"Normal","Bug",1,28.4,"Swarm",395,60,70,50,100,50,65,"Medium Fast","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
326,268,"Cascoon","Panekon",3,"Normal","Bug",0.7,11.5,"Shed Skin",205,50,35,55,25,25,15,"Medium Fast","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
327,269,"Dustox","Pudox",3,"Normal","Bug",1.2,31.6,"Shield Dust",385,60,50,70,50,90,65,"Medium Fast","Bug",15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
328,270,"Lotad","Loturzel",3,"Normal","Water",0.5,2.6,"Swift Swim",220,40,30,30,40,50,30,"Medium Slow","Grass",15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
329,271,"Lombre","Lombrero",3,"Normal","Water",1.2,32.5,"Swift Swim",340,60,50,50,60,70,50,"Medium Slow","Grass",15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
330,272,"Ludicolo","Kappalores",3,"Normal","Water",1.5,55,"Swift Swim",480,80,70,70,90,100,70,"Medium Slow","Grass",15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
331,273,"Seedot","Samurzel",3,"Normal","Grass",0.5,4,"Chlorophyll",220,40,40,50,30,30,30,"Medium Slow","Field",15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,274,"Nuzleaf","Blanas",3,"Normal","Grass",1,28,"Chlorophyll",340,70,70,40,60,40,60,"Medium Slow","Field",15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,275,"Shiftry","Tengulist",3,"Normal","Grass",1.3,59.6,"Chlorophyll",480,90,100,60,90,60,80,"Medium Slow","Field",15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
334,276,"Taillow","Schwalbini",3,"Normal","Normal",0.3,2.3,"Guts",270,40,55,30,30,30,85,"Medium Slow","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
335,277,"Swellow","Schwalboss",3,"Normal","Normal",0.7,19.8,"Guts",455,60,85,60,75,50,125,"Medium Slow","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
336,278,"Wingull","Wingull",3,"Normal","Water",0.6,9.5,"Keen Eye",270,40,30,30,55,30,85,"Medium Fast","Flying",20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
337,279,"Pelipper","Pelipper",3,"Normal","Water",1.2,28,"Keen Eye",440,60,50,100,95,70,65,"Medium Fast","Flying",20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
338,280,"Ralts","Trasla",3,"Normal","Psychic",0.4,6.6,"Synchronize",198,28,25,25,45,35,40,"Slow","Amorphous",20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
339,281,"Kirlia","Kirlia",3,"Normal","Psychic",0.8,20.2,"Synchronize",278,38,35,35,65,55,50,"Slow","Amorphous",20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
340,282,"Gardevoir","Guardevoir",3,"Normal","Psychic",1.6,48.4,"Synchronize",518,68,65,65,125,115,80,"Slow","Amorphous",20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
341,282,"Mega Gardevoir","Guardevoir",3,"Normal","Psychic",1.6,48.4,"Pixilate",618,68,85,65,165,135,100,"Slow","Amorphous",20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
342,283,"Surskit","Gehweiher",3,"Normal","Bug",0.5,1.7,"Swift Swim",269,40,30,32,50,52,65,"Medium Fast","Bug",15,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
343,284,"Masquerain","Maskeregen",3,"Normal","Bug",0.8,3.6,"Intimidate",454,70,60,62,100,82,80,"Medium Fast","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
344,285,"Shroomish","Knilz",3,"Normal","Grass",0.4,4.5,"Effect Spore",295,60,40,60,40,60,35,"Fluctuating","Fairy",15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
345,286,"Breloom","Kapilz",3,"Normal","Grass",1.2,39.2,"Effect Spore",460,60,130,80,60,60,70,"Fluctuating","Fairy",15,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
346,287,"Slakoth","Bummelz",3,"Normal","Normal",0.8,24,"Truant",280,60,60,60,35,35,30,"Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
347,288,"Vigoroth","Muntier",3,"Normal","Normal",1.4,46.5,"Vital Spirit",440,80,80,80,55,55,90,"Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
348,289,"Slaking","Letarking",3,"Normal","Normal",2,130.5,"Truant",670,150,160,100,95,65,100,"Slow","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
349,290,"Nincada","Nincada",3,"Normal","Bug",0.5,5.5,"Compound Eyes",266,31,45,90,30,30,40,"Erratic","Bug",15,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
350,291,"Ninjask","Ninjask",3,"Normal","Bug",0.8,12,"Speed Boost",456,61,90,45,50,50,160,"Erratic","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
351,292,"Shedinja","Ninjatom",3,"Normal","Bug",0.8,1.2,"Wonder Guard",236,1,90,45,30,30,40,"Erratic","Mineral",15,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0
352,293,"Whismur","Flurmel",3,"Normal","Normal",0.6,16.3,"Soundproof",240,64,51,23,51,23,28,"Medium Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,294,"Loudred","Krakeelo",3,"Normal","Normal",1,40.5,"Soundproof",360,84,71,43,71,43,48,"Medium Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
354,295,"Exploud","Krawumms",3,"Normal","Normal",1.5,84,"Soundproof",490,104,91,63,91,73,68,"Medium Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
355,296,"Makuhita","Makuhita",3,"Normal","Fighting",1,86.4,"Thick Fat",237,72,60,30,20,30,25,"Fluctuating","Human-Like",20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
356,297,"Hariyama","Hariyama",3,"Normal","Fighting",2.3,253.8,"Thick Fat",474,144,120,60,40,60,50,"Fluctuating","Human-Like",20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
357,298,"Azurill","Azurill",3,"Normal","Normal",0.2,2,"Thick Fat",190,50,20,40,20,40,20,"Fast","Undiscovered",10,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1
358,299,"Nosepass","Nasgnet",3,"Normal","Rock",1,97,"Sturdy",375,30,45,135,45,90,30,"Medium Fast","Mineral",20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
359,300,"Skitty","Eneco",3,"Normal","Normal",0.6,11,"Cute Charm",260,50,45,45,35,35,50,"Fast","Fairy",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
360,301,"Delcatty","Enekoro",3,"Normal","Normal",1.1,32.6,"Cute Charm",400,70,65,65,55,55,90,"Fast","Fairy",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
361,302,"Sableye","Zobiris",3,"Normal","Dark",0.5,11,"Keen Eye",380,50,75,75,65,65,50,"Medium Slow","Human-Like",25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
362,302,"Mega Sableye","Zobiris",3,"Normal","Dark",0.5,161,"Magic Bounce",480,50,85,125,85,115,20,"Medium Slow","Human-Like",25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
363,303,"Mawile","Flunkifer",3,"Normal","Steel",0.6,11.5,"Hyper Cutter",380,50,85,85,55,55,50,"Fast","Fairy",20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
